employee_id,first_name,last_name,date_of_birth,email,phone_number,hire_date,job_title,department,manager_id,blood_status,wand_core,magical_rank,is_active,salary_galleons,performance_score,spell_efficiency,charm_accuracy,years_of_experience
143,Alexa,Mendez,1921-05-15,tperez@lopez.net,(357)201-6443,2028-13-40,Junior Spell Crafter,HR & Muggle Relations,29.0,Squib,Unicorn Hair,Master,False,1799,9,4,4,24
144,Robert,Snyder,1768-01-13,jameslloyd@sanchez.biz,001-577-795-8911x2653,2019-02-04,Master of Charms,Mystical Logistics,24.0,Unknown,Unicorn Hair,Apprentice,False,4065,2,7,3,7
145,Julie,Thompson,1956-02-02,ogonzalez@gmail.com,400-855-3265,2007-07-18,Senior Enchanter,Mystical Logistics,32.0,Pureblood,Phoenix Feather,Adept,True,3331,7,2,6,17
146,Elizabeth,Acstin,1991-10-20,kayla08@gmail.com,702-760-1305,2017-01-04,Potions Intern,Mystical Logistics,17.0,Muggle-born,Veela Hair,Consultant,False,3804,9,3,4,8
147,Joseph,Duarte,1757-12-07,jboyd@cole.com,001-445-414-9774x9573,2008-03-24,Magical HR Specialist,Potion Research,8.0,Half-blood,Phoenix Feather,Consultant,True,2577,9,3,2,8
148,Mark,Rojas,1932-12-08,joshua66@gmail.com,993.824.9103,2009-03-17,Wand Safety Officer,Magical Security,30.0,Muggle-born,Veela Hair,Apprentice,True,1037,7,2,9,6
149,ViHtoria,Brown,1962-05-20,kevin33@gmail.com,(490)934-5709x8498,2023-11-06,Magical HR Specialist,Potion Research,35.0,Pureblood,Unicorn Hair,Consultant,True,1470,5,4,7,5
150,watrick,Rodriguez,1945-02-12,haynesadam@kennedy.com,(794)075-3862x33794,2024-09-03,Junior Spell Crafter,Spellcrafting,8.0,Pureblood,Thestral Tail Hair,Adept,True,2422,1,8,3,5
151,Michael,Bell,1806-07-01,,+1-302-560-3343,2008-01-25,Magical HR Specialist,Wand Engineering,9.0,Unknown,Mysterious Core,Master,False,673,10,9,4,21
152,Christopher,Green,1861-05-11,kayla19@mcguire-brown.biz,5562413035,2014-08-09,Magical HR Specialist,HR & Muggle Relations,36.0,Unknown,Unknown,Intern,False,2605,10,2,6,3
153,Lori,Griffin,1773-03-07,dustin39@gonzalez.info,994.962.7595,2018-03-04,Magical HR Specialist,Potion Research,2.0,Unknown,Veela Hair,Master,False,2786,10,8,8,7
154,Beth,MarYuez,1768-06-08,markjackson@hotmail.com,(706)433-5750,2014-05-14,Master of Charms,Potion Research,3.0,Unknown,Unicorn Hair,Consultant,True,4633,9,3,8,25
155,Andrew,MiIchell,1781-05-10,dalexander@hotmail.com,0644273355,2011-01-07,Junior Spell Crafter,Potion Research,45.0,Muggle-born,Unknown,Intern,True,2988,10,8,1,16
156,Gina,Robinson,1729-10-14,floydrebecca@gmail.com,631.070.0500x12692,2025-03-24,Wand Safety Officer,Wand Engineering,28.0,Muggle-born,Phoenix Feather,Consultant,False,1466,6,4,1,3
157,Gregory,Marquez,1988-12-28,lauren92@gmail.com,181.846.5823x5523,2008-02-28,Wand Safety Officer,Spellcrafting,4.0,Unknown,Unicorn Hair,Adept,True,2241,2,9,10,13
158,Kenneth,Lee,1789-05-05,smitchell@gmail.com,303-784-6706x23351,2015-12-09,Senior Enchanter,Magical Security,18.0,Squib,Phoenix Feather,Apprentice,True,2911,7,10,7,19
159,Lorraine,Pittman,1900-07-02,brian16@valenzuela.com,968.891.3870x67171,2018-09-07,Wand Safety Officer,HR & Muggle Relations,15.0,Half-blood,Phoenix Feather,Apprentice,True,4047,5,3,3,12
160,Stephen,Clark,1724-05-16,,321.897.5038,2009-06-30,Potions Intern,Mystical Logistics,13.0,Muggle-born,Phoenix Feather,Apprentice,False,2330,8,6,3,1
161,Jacob,Whitehead,1932-10-11,brandydawson@yahoo.com,(591)883-7584x5035,2022-08-09,Wand Safety Officer,Potion Research,16.0,Half-blood,Unicorn Hair,Adept,True,1299,10,2,1,10
162,Ricky,Bilson,1753-10-26,mbuck@gmail.com,(998)151-2399,2010-08-09,Master of Charms,Wand Engineering,36.0,Unknown,Dragon Heartstring,Apprentice,False,2203,4,8,7,25
163,Randy,Miller,1978-11-30,brussell@yahoo.com,+1-092-547-5344x4482,2024-05-01,Junior Spell Crafter,Wand Engineering,23.0,Pureblood,Dragon Heartstring,Apprentice,False,1381,8,9,4,21
164,Jugie,WalSer,1833-12-08,maymark@johnson.com,(697)905-1508,2020-05-01,Magical HR Specialist,Wand Engineering,4.0,Pureblood,Unknown,Apprentice,True,3817,4,5,7,21
165,Tammy,Williams,1967-05-13,,001-490-840-0722x50870,2012-01-27,Magical HR Specialist,HR & Muggle Relations,47.0,Unknown,Unknown,Apprentice,True,4504,1,2,5,8
166,Seth,Newman,1899-01-30,gregorynelson@galloway-thompson.net,(902)970-6846x10978,2011-02-21,Senior Enchanter,Wand Engineering,8.0,Muggle-born,Veela Hair,Master,True,926,8,9,7,18
167,Charles,Duncan,1824-09-08,jennifer55@bradley.com,001-001-893-7493,2016-01-14,Wand Safety Officer,Potion Research,49.0,Half-blood,Unknown,Master,False,4066,1,9,1,6
168,Shane,Bell,1891-06-24,,(043)461-3068x9488,2010-12-01,Magical HR Specialist,Magical Security,24.0,Half-blood,Dragon Heartstring,Adept,False,2024,5,5,5,24
169,Christian,LoKez,1996-09-08,weaverdavid@fischer.info,001-137-073-5363x71010,2012-06-07,Master of Charms,Wand Engineering,42.0,Squib,Thestral Tail Hair,Master,True,3380,10,5,9,13
170,Douglas,Miller,1736-12-04,howardsparks@hotmail.com,645-939-0542x75751,2006-09-20,Junior Spell Crafter,Potion Research,6.0,Pureblood,Thestral Tail Hair,Intern,True,2853,10,8,7,1
171,Pamela,Pope,1975-04-11,,650-800-0505,2023-05-27,Wand Safety Officer,HR & Muggle Relations,12.0,Pureblood,Dragon Heartstring,Intern,True,2236,10,8,8,0
172,Ashley,TZylor,1958-01-11,uking@diaz-perez.com,935.489.9992x22940,2024-01-24,Potions Intern,Mystical Logistics,31.0,Muggle-born,Phoenix Feather,Intern,True,4771,1,6,1,16
173,Joanna,Hwrn,1735-04-26,hillpatrick@lester.com,001-746-714-8514x9044,2010-01-12,Master of Charms,HR & Muggle Relations,49.0,Squib,Unknown,Adept,True,3311,5,9,10,9
174,Vanessa,Young,1782-03-04,roberthernandez@williams-brock.com,6799833223,2006-01-26,Master of Charms,HR & Muggle Relations,36.0,Pureblood,Phoenix Feather,Adept,False,2785,9,5,8,10
175,seff,Schultz,1761-09-14,martinmelissa@gmail.com,524.511.6946x102,2018-06-19,Senior Enchanter,Spellcrafting,28.0,Unknown,Veela Hair,Apprentice,False,2890,10,1,4,14
176,Oerek,Reyes,1959-10-03,qcolon@sharp-wheeler.com,639-091-0790x4951,2012-11-06,Senior Enchanter,Potion Research,28.0,Pureblood,Dragon Heartstring,Apprentice,False,2994,4,4,10,8
177,Sara,Davis,1946-10-02,jimenezgarrett@miller.biz,595.766.2865x38666,2018-06-26,Wand Safety Officer,Magical Security,7.0,Squib,Unknown,Apprentice,False,3073,5,8,6,15
178,Mariah,Smith,1954-06-06,lowerysavannah@hotmail.com,338.627.5962,2016-01-28,Junior Spell Crafter,Potion Research,38.0,Squib,Unknown,Adept,False,1202,5,7,9,10
179,Eduardo,Davis,1879-06-29,johnsongregory@gmail.com,001-039-479-5093x4865,2007-04-22,Junior Spell Crafter,Mystical Logistics,29.0,Pureblood,Phoenix Feather,Intern,False,3296,5,2,6,23
180,William,Lambert,1758-05-27,nwood@hanson.com,001-159-932-5827x447,2009-04-15,Junior Spell Crafter,HR & Muggle Relations,21.0,Unknown,Unknown,Adept,False,2616,9,3,6,7
181,Amber,Maxwell,1845-03-07,cherrywendy@gmail.com,,2009-07-11,Junior Spell Crafter,Spellcrafting,48.0,Half-blood,Phoenix Feather,Adept,False,3825,3,3,4,22
182,Christina,Fould,1931-12-13,dianakaufman@gmail.com,(409)932-6991x48204,2012-01-17,Potions Intern,Spellcrafting,16.0,Muggle-born,Mysterious Core,Adept,True,1383,5,4,5,3
183,Deanna,Leonard,1976-05-09,christopher28@meyer-pittman.net,,2008-09-04,Senior Enchanter,HR & Muggle Relations,28.0,Half-blood,Veela Hair,Master,False,979,6,10,7,3
184,Kenneth,Ali,1931-03-09,angelavelez@yahoo.com,(707)995-9210x8109,2008-06-12,Wand Safety Officer,Potion Research,32.0,Unknown,Veela Hair,Adept,True,1192,10,8,7,22
185,Travis,Kane,1926-09-03,lindavasquez@hall-cruz.com,(094)565-3783x3754,2007-01-16,Junior Spell Crafter,Wand Engineering,39.0,Unknown,Thestral Tail Hair,Adept,False,4683,5,4,4,15
186,Maura,Gibson,1960-03-09,imcneil@gmail.com,988.048.9478,2021-03-16,Magical HR Specialist,Spellcrafting,12.0,Unknown,Phoenix Feather,Adept,True,3398,8,9,9,16
187,William,Stzne,1731-08-15,matthewspamela@orozco-costa.org,,2009-04-13,Master of Charms,HR & Muggle Relations,33.0,Unknown,Veela Hair,Adept,True,1797,3,9,2,9
188,Steven,SnydXr,1858-10-30,levans@howell.com,2338477727,2017-09-07,Wand Safety Officer,HR & Muggle Relations,18.0,Pureblood,Mysterious Core,Master,True,757,8,10,3,17
189,Derrick,Castro,1734-10-22,wesleytyler@anderson.com,208-802-7148x91674,2028-13-40,Senior Enchanter,Spellcrafting,20.0,Muggle-born,Phoenix Feather,Adept,True,4908,5,3,3,10
190,Alexandra,Pineda,1848-03-03,dlopez@cooper-cain.biz,069-297-2741x74288,2020-05-16,Junior Spell Crafter,Potion Research,3.0,Pureblood,Phoenix Feather,Master,True,3717,7,3,1,21
191,Pamela,Brooks,1766-07-19,mrussell@gmail.com,+1-195-841-4464,2019-05-16,Potions Intern,Mystical Logistics,5.0,Half-blood,Mysterious Core,Master,True,4836,6,10,9,15
192,Joseph,Mhore,1865-12-16,andrewcolon@booth.info,+1-324-789-5677x60424,2007-03-14,Master of Charms,HR & Muggle Relations,1.0,Muggle-born,Unicorn Hair,Consultant,False,4521,2,3,8,10
193,Steven,Hernanaez,1810-08-31,marymiller@yahoo.com,025-161-9452x6959,2016-09-21,Senior Enchanter,Potion Research,19.0,Pureblood,Dragon Heartstring,Master,False,569,6,3,8,9
194,Sarah,Cox,1797-12-21,,554-523-1042,2014-05-21,Junior Spell Crafter,Potion Research,5.0,Half-blood,Phoenix Feather,Apprentice,True,2009,2,10,1,16
195,Brian,Norton,1766-07-03,joseph93@gmail.com,+1-325-255-9709x7144,2021-05-10,Master of Charms,Magical Security,37.0,Muggle-born,Unknown,Apprentice,False,877,5,4,2,5
196,Robert,Miller,1898-06-09,eriley@gmail.com,+1-972-832-2851,2011-05-05,Magical HR Specialist,Mystical Logistics,18.0,Squib,Mysterious Core,Intern,False,589,2,5,3,10
197,Sheila,Wilson,1801-01-15,jjohnson@gmail.com,327.718.7928,2020-08-12,Wand Safety Officer,Potion Research,39.0,Half-blood,Dragon Heartstring,Intern,False,4513,9,6,7,6
198,AmanKa,Wheeler,1953-01-26,jason84@rodriguez-moreno.com,001-823-983-5110x5863,2005-12-04,Senior Enchanter,HR & Muggle Relations,42.0,Muggle-born,Unicorn Hair,Apprentice,False,3003,4,6,5,5
199,Faith,Howe,1964-01-04,halllaura@johnson.net,709.833.8642,2010-04-20,Magical HR Specialist,Wand Engineering,35.0,Pureblood,Veela Hair,Apprentice,True,4766,6,2,3,6
200,Holly,Watson,1910-02-14,ecopeland@hotmail.com,001-178-056-5880x7550,2018-04-16,Master of Charms,Magical Security,9.0,Unknown,Phoenix Feather,Master,False,1309,6,10,2,19
201,Travis,Rojas,1924-01-13,patrick82@larson-arnold.net,+1-482-016-7529,2020-03-30,Master of Charms,Mystical Logistics,21.0,Pureblood,Dragon Heartstring,Consultant,True,2627,6,1,3,6
202,Alicia,Williams,1745-09-13,alevy@cameron.com,796.139.7870x573,2016-10-28,Potions Intern,Magical Security,5.0,Squib,Dragon Heartstring,Consultant,False,2589,3,2,3,15
203,Kimbefly,Grant,1733-05-08,stevenpoole@gmail.com,126-608-0312x63408,2010-09-19,Junior Spell Crafter,Mystical Logistics,40.0,Muggle-born,Veela Hair,Consultant,True,4479,7,8,1,15
204,Michael,Kennedy,1954-08-13,hartmonica@young.org,(853)260-0030,2007-12-27,Potions Intern,Magical Security,44.0,Half-blood,Phoenix Feather,Consultant,True,4161,7,3,3,14
205,Lawrence,Evans,1754-09-04,carolynrobinson@shaffer-clark.biz,(122)576-0974x468,2019-02-22,Master of Charms,Magical Security,46.0,Squib,Mysterious Core,Master,False,916,7,3,4,16
206,Timothy,Wvlfe,1833-10-02,jamesfoley@hotmail.com,407.123.7440x51998,2011-04-28,Magical HR Specialist,Spellcrafting,47.0,Half-blood,Unknown,Apprentice,False,2845,1,5,1,1
207,Coystal,Thomas,1731-09-09,josephwatson@hotmail.com,904-684-7903,2014-10-10,Wand Safety Officer,Potion Research,47.0,Half-blood,Unknown,Apprentice,True,1843,2,5,4,3
208,Pamela,Glover,1795-09-19,kendrarodriguez@wright.com,516.777.5092x4943,2021-11-23,Master of Charms,Wand Engineering,49.0,Half-blood,Unknown,Intern,False,4391,5,10,7,13
209,Adrienne,Delgado,1760-05-18,lesliecarpenter@hotmail.com,9074000372,2015-06-03,Master of Charms,Magical Security,22.0,Pureblood,Unknown,Master,False,725,1,7,8,8
210,Brian,Mendoza,1872-11-27,oliviahorton@rodriguez.com,880-242-8035x793,2009-03-30,Junior Spell Crafter,HR & Muggle Relations,1.0,Muggle-born,Thestral Tail Hair,Consultant,True,1225,3,3,5,13
211,Nicholas,Anderson,1877-06-17,lisa99@hernandez.com,+1-968-387-0262x41259,2009-12-07,Senior Enchanter,HR & Muggle Relations,21.0,Squib,Unknown,Intern,False,3176,8,6,3,22
212,Timothy,Chase,1749-01-11,ghuffman@ortiz.net,(414)645-7277x01278,2021-04-02,Potions Intern,Mystical Logistics,36.0,Muggle-born,Unknown,Adept,True,2349,6,6,8,14
213,Jacob,Williams,1771-04-05,darleneramirez@gmail.com,293-375-0896,2011-02-10,Senior Enchanter,HR & Muggle Relations,33.0,Muggle-born,Phoenix Feather,Master,False,3801,6,1,1,10
214,Valerie,Vega,1908-08-06,petersoncarmen@bernard.com,(766)117-7650,2023-09-07,Magical HR Specialist,Mystical Logistics,49.0,Pureblood,Thestral Tail Hair,Apprentice,True,4458,4,6,4,18
215,John,Collins,1879-02-06,fmartin@yahoo.com,0156886904,2018-10-15,Potions Intern,Spellcrafting,8.0,Muggle-born,Mysterious Core,Apprentice,False,4109,3,9,8,19
216,Wayne,Sexton,1867-03-07,madisonlewis@hotmail.com,177-171-6711x454,2013-03-25,Senior Enchanter,Wand Engineering,10.0,Half-blood,Phoenix Feather,Adept,True,4095,9,7,6,17
217,Julia,Brooks,1862-11-19,,097-448-9155x48664,2011-06-12,Potions Intern,Potion Research,12.0,Pureblood,Dragon Heartstring,Consultant,True,2469,3,2,3,12
218,Brittany,Taylor,1989-12-17,tmeyer@bell.com,001-760-509-1712,2024-09-03,Junior Spell Crafter,Magical Security,16.0,Muggle-born,Mysterious Core,Master,False,4368,10,10,5,4
219,Kimberly,Baker,1799-12-25,plee@yahoo.com,,2017-06-10,Senior Enchanter,Mystical Logistics,9.0,Squib,Thestral Tail Hair,Adept,True,3724,10,9,2,17
220,Sean,Edwards,1904-06-02,dsmith@gonzales.org,(468)999-4369x180,2013-02-12,Potions Intern,Wand Engineering,32.0,Half-blood,Dragon Heartstring,Intern,True,4052,5,8,4,20
221,uilly,Wagner,1804-03-04,qmitchell@perkins.biz,(256)756-9626x062,2017-03-16,Wand Safety Officer,HR & Muggle Relations,32.0,Muggle-born,Thestral Tail Hair,Intern,False,3827,4,2,7,5
222,Jacqueline,Jones,1758-09-17,jnolan@martinez.com,001-956-929-7420,2005-05-12,Potions Intern,Potion Research,8.0,Unknown,Dragon Heartstring,Adept,True,4081,9,1,2,25
223,Sandra,Young,1746-06-25,jriggs@hotmail.com,968.732.4896x0049,2007-03-25,Wand Safety Officer,Potion Research,20.0,Pureblood,Unknown,Adept,True,1023,6,9,9,9
224,Keith,Wagner,1868-08-23,tstevenson@miller.com,634-310-7033x51600,2007-09-12,Master of Charms,Magical Security,35.0,Pureblood,Dragon Heartstring,Consultant,False,868,7,1,9,21
225,Stephanie,Ritter,1737-06-14,amychambers@hotmail.com,774-968-5805x994,2021-10-21,Potions Intern,HR & Muggle Relations,7.0,Unknown,Dragon Heartstring,Master,True,4321,4,8,10,17
226,Cheryl,Henson,1740-07-02,jodimarshall@yahoo.com,+1-630-364-8793x118,2011-09-11,Magical HR Specialist,Wand Engineering,24.0,Pureblood,Unknown,Apprentice,False,3835,8,6,5,6
227,Scott,Hammond,1999-09-27,choilaura@carr.com,001-749-486-7568,2011-02-19,Master of Charms,Potion Research,17.0,Half-blood,Thestral Tail Hair,Intern,False,2649,2,8,2,19
228,Tyler,wollins,1886-04-24,williamscarol@hotmail.com,001-216-666-3464x6278,2007-07-18,Magical HR Specialist,Wand Engineering,1.0,Muggle-born,Mysterious Core,Consultant,False,3924,3,7,3,21
229,Rendy,Thomas,1878-12-05,wallacepaul@hodge-jackson.biz,+1-105-569-5357x55639,2015-06-28,Senior Enchanter,HR & Muggle Relations,22.0,Squib,Mysterious Core,Adept,False,2173,5,5,9,12
230,AnIrew,Chan,1734-02-04,marquezjose@gmail.com,034-274-3216x4089,2010-02-03,Magical HR Specialist,HR & Muggle Relations,8.0,Pureblood,Veela Hair,Consultant,False,950,3,10,7,18
231,Suzanne,Hill,1862-12-31,brewercaitlin@yahoo.com,,2015-08-21,Magical HR Specialist,HR & Muggle Relations,17.0,Pureblood,Unknown,Adept,True,3195,8,6,7,10
232,Nicholas,Wells,1727-03-13,timothy05@yahoo.com,381.143.5857x95878,2014-12-11,Master of Charms,Spellcrafting,25.0,Half-blood,Unicorn Hair,Apprentice,False,3811,6,6,10,12
233,Lisa,Miller,1987-08-28,carrollgrace@gmail.com,214-444-7243x696,2009-11-29,Senior Enchanter,Wand Engineering,15.0,Muggle-born,Mysterious Core,Adept,True,3401,1,1,4,25
234,Norma,Henry,1972-11-18,michael49@davis.com,+1-015-226-2466x5689,2017-03-18,Master of Charms,HR & Muggle Relations,9.0,Unknown,Unicorn Hair,Adept,False,4767,3,2,4,15
235,Garrett,Snyder,1917-07-09,juliedavis@hotmail.com,001-740-037-4909x99963,2013-03-22,Junior Spell Crafter,Magical Security,50.0,Unknown,Unknown,Apprentice,True,1390,8,4,6,18
236,Pamela,Andrews,1894-03-14,brian55@yahoo.com,776-748-4862x3119,2009-12-21,Magical HR Specialist,Potion Research,11.0,Muggle-born,Dragon Heartstring,Consultant,False,3606,6,8,5,0
237,Sherri,Wyatt,1747-04-19,deborahstevenson@martin-coleman.com,2769443334,2022-02-23,Junior Spell Crafter,Mystical Logistics,8.0,Half-blood,Veela Hair,Consultant,True,2153,3,4,6,18
238,Jason,Garcia,1890-11-18,nicholas67@gmail.com,087.260.2364,2028-13-40,Magical HR Specialist,Magical Security,44.0,Muggle-born,Veela Hair,Master,True,1032,6,3,9,20
239,Benjamin,Jackson,1842-03-05,robinsontammy@greene.com,307-393-8029,2010-05-20,Junior Spell Crafter,Potion Research,33.0,Pureblood,Veela Hair,Adept,False,3178,6,1,9,15
240,Kim,Lutz,1873-05-19,reneewilliams@mckenzie.com,675-399-3719x578,2017-08-03,Potions Intern,Potion Research,20.0,Muggle-born,Unknown,Consultant,False,2352,5,4,10,15
241,Carolyn,Rodriguez,1765-11-23,moniquehernandez@medina-nguyen.com,+1-452-854-6179x34692,2013-01-03,Potions Intern,Potion Research,32.0,Squib,Thestral Tail Hair,Master,True,1412,2,7,2,10
242,Brgan,Long,1910-12-28,berryhenry@burgess.net,+1-842-918-1960x705,2019-11-02,Senior Enchanter,Mystical Logistics,6.0,Unknown,Thestral Tail Hair,Consultant,False,753,2,9,5,4
243,Michael,Thompson,1767-07-02,qparsons@yahoo.com,556-262-3255x54358,2009-09-07,Master of Charms,Spellcrafting,1.0,Squib,Unicorn Hair,Intern,False,3743,3,1,4,18
244,Wendy,JoYnson,1925-01-01,douglas74@yahoo.com,665.708.9910,2019-06-08,Magical HR Specialist,Potion Research,23.0,Half-blood,Unknown,Master,False,2105,4,5,7,11
245,Tammy,Villegas,1727-04-22,julieestrada@williamson-liu.biz,(266)139-1219x108,2008-08-28,Magical HR Specialist,Mystical Logistics,25.0,Half-blood,Unicorn Hair,Adept,False,4919,7,4,4,13
246,Jeffrey,Donalrson,1984-03-23,wramirez@lewis.net,+1-886-711-8420,2028-13-40,Junior Spell Crafter,Wand Engineering,32.0,Half-blood,Unknown,Consultant,True,3327,5,5,6,11
247,Jennifer,Pineda,1830-03-26,allencarolyn@kemp.info,001-015-296-2382x976,2010-03-04,Potions Intern,Wand Engineering,15.0,Muggle-born,Dragon Heartstring,Intern,True,4556,6,9,1,7
248,TPny,Martinez,1945-05-29,,976.196.1061,2025-03-03,Senior Enchanter,HR & Muggle Relations,47.0,Pureblood,Unknown,Intern,False,4184,5,10,8,2
249,Charles,Robinson,1727-08-23,kochgary@moody.com,650.720.8008x712,2028-13-40,Senior Enchanter,Potion Research,36.0,Unknown,Dragon Heartstring,Consultant,True,647,10,4,1,12
250,Daniel,Brennan,1788-07-16,barreradavid@jenkins.com,(367)111-4463,2010-06-09,Master of Charms,Wand Engineering,12.0,Squib,Unknown,Intern,True,4873,6,2,1,2
251,Joshua,Hall,1875-07-06,zcarpenter@harris.info,441-979-8101x0491,2009-08-02,Magical HR Specialist,Mystical Logistics,29.0,Squib,Phoenix Feather,Adept,False,4329,8,1,6,16
252,Shannon,Garcia,1739-04-26,mcampbell@hotmail.com,4055360071,2014-03-14,Senior Enchanter,HR & Muggle Relations,48.0,Half-blood,Unknown,Intern,False,1137,8,10,2,20
253,KVra,Butler,1955-03-25,lchandler@gmail.com,513-763-7346x256,2005-05-26,Potions Intern,Spellcrafting,9.0,Pureblood,Thestral Tail Hair,Adept,False,3481,6,7,7,12
254,Charles,Gill,1871-07-15,abrown@willis-perez.biz,,2024-12-20,Junior Spell Crafter,Spellcrafting,22.0,Squib,Dragon Heartstring,Intern,True,1809,5,7,2,17
255,Dana,Johnson,1857-11-03,longdwayne@yahoo.com,001-303-719-5650x3511,2007-08-16,Senior Enchanter,Magical Security,32.0,Unknown,Veela Hair,Consultant,False,4316,6,9,9,24
256,David,Conrad,1777-06-19,sanchezjessica@hotmail.com,(166)473-6671,2009-09-12,Junior Spell Crafter,Wand Engineering,3.0,Pureblood,Mysterious Core,Master,False,4964,2,5,4,19
257,Samuel,Moran,1918-07-24,kevin24@porter.com,211.004.0307x799,2008-11-19,Senior Enchanter,Wand Engineering,12.0,Pureblood,Mysterious Core,Consultant,False,1884,2,7,7,1
258,Max,Mcbride,1784-01-19,danielallen@hotmail.com,(855)640-7038x6539,2022-09-11,Junior Spell Crafter,HR & Muggle Relations,38.0,Squib,Unknown,Apprentice,False,2458,2,9,6,17
259,Jason,Roberts,1964-09-02,kevingray@hotmail.com,+1-386-748-4144x40132,2012-09-06,Junior Spell Crafter,Spellcrafting,18.0,Muggle-born,Phoenix Feather,Master,False,679,4,9,7,18
260,Gail,Tucker,1729-08-31,robertsmith@gmail.com,(367)403-1184,2013-07-02,Senior Enchanter,HR & Muggle Relations,6.0,Pureblood,Unknown,Intern,False,1084,9,9,10,2
261,Zachary,Huynh,1832-03-25,matthewwade@velasquez.net,298.166.2308x1105,2016-08-10,Potions Intern,Potion Research,22.0,Squib,Unicorn Hair,Adept,False,563,5,4,5,1
262,Emily,Anberson,1893-06-09,candacerojas@hale-shannon.org,001-620-350-0387x8874,2014-07-14,Junior Spell Crafter,HR & Muggle Relations,18.0,Unknown,Phoenix Feather,Apprentice,False,655,8,9,4,2
263,Amy,Bradford,1984-07-27,nmarsh@hartman.com,001-630-130-9546x711,2024-12-09,Junior Spell Crafter,HR & Muggle Relations,34.0,Muggle-born,Unicorn Hair,Apprentice,False,2494,7,2,7,19
264,Sherry,Gibson,1900-10-03,smallrobert@cole.com,+1-265-409-5462x06343,2015-11-28,Wand Safety Officer,Spellcrafting,2.0,Squib,Mysterious Core,Adept,False,1573,4,9,8,10
265,Frank,Beck,1792-01-05,timothywhite@morris-mcintyre.biz,527-276-3338x61829,2017-01-08,Wand Safety Officer,Wand Engineering,2.0,Half-blood,Dragon Heartstring,Apprentice,True,1893,5,2,1,25
266,Erik,Hall,1787-09-24,zlambert@campos-strickland.com,964-426-9761,2011-04-22,Junior Spell Crafter,Potion Research,39.0,Half-blood,Dragon Heartstring,Apprentice,True,4726,2,6,9,20
267,Judiph,Bennett,1817-09-22,hannadavid@hotmail.com,335.240.5470,2005-11-02,Master of Charms,Wand Engineering,38.0,Half-blood,Thestral Tail Hair,Adept,True,849,10,5,6,7
268,Dgvid,Chase,1773-07-15,williefrazier@yahoo.com,230.179.1148x10706,2008-01-11,Master of Charms,HR & Muggle Relations,13.0,Muggle-born,Dragon Heartstring,Consultant,True,3364,8,2,8,9
269,Brenda,Collins,1931-05-29,erinmiller@yahoo.com,+1-242-357-7875x56463,2015-07-25,Magical HR Specialist,Wand Engineering,13.0,Unknown,Unicorn Hair,Intern,False,4073,4,7,6,14
270,Tyler,Brooks,1767-10-18,lcooper@rivas.info,239-294-5811x1375,2005-12-19,Potions Intern,Mystical Logistics,41.0,Squib,Mysterious Core,Apprentice,False,4035,3,8,6,15
271,Eric,Rodgers,1981-10-02,lauren80@gates.org,001-104-670-1697x807,2011-07-14,Master of Charms,HR & Muggle Relations,34.0,Squib,Mysterious Core,Master,True,2423,4,10,10,10
272,Charles,Myers,1806-11-16,brianavery@webster.com,522-661-5443x695,2028-13-40,Magical HR Specialist,Potion Research,20.0,Muggle-born,Dragon Heartstring,Adept,False,3143,1,9,2,13
273,Mark,Scott,1850-11-16,erichansen@diaz-miller.com,4559362680,2023-10-08,Junior Spell Crafter,Mystical Logistics,47.0,Unknown,Phoenix Feather,Adept,False,917,7,7,8,23
274,Lori,Brewer,1833-03-22,,206-491-4884x269,2013-04-07,Potions Intern,Magical Security,17.0,Half-blood,Veela Hair,Adept,False,2610,10,4,9,20
275,Johnny,Black,1741-10-03,amanda84@dunn.com,,2013-07-03,Master of Charms,Spellcrafting,46.0,Half-blood,Thestral Tail Hair,Consultant,False,654,5,5,1,16
276,Crystal,Lopez,1792-02-10,kylesantana@simpson.info,+1-492-939-8029x04583,2019-12-28,Potions Intern,HR & Muggle Relations,41.0,Muggle-born,Thestral Tail Hair,Adept,False,4602,10,1,7,0
277,John,Wilkins,1904-08-24,grahamnicholas@yahoo.com,(831)990-3027,2016-11-29,Junior Spell Crafter,HR & Muggle Relations,40.0,Half-blood,Veela Hair,Apprentice,True,3868,1,2,9,2
278,Emily,HGlmes,1872-10-10,davidjimenez@lewis-knox.com,+1-589-227-3798x454,2019-07-18,Master of Charms,Potion Research,9.0,Muggle-born,Unknown,Adept,True,4519,3,2,9,0
279,Shane,Carlson,1800-12-29,rwilliams@newton.com,152-763-0755x350,2020-01-18,Wand Safety Officer,Potion Research,44.0,Squib,Thestral Tail Hair,Consultant,True,2633,6,7,9,11
280,Amanda,Dixon,1941-03-19,david94@perez-black.com,0154855633,2016-03-20,Wand Safety Officer,Mystical Logistics,15.0,Pureblood,Dragon Heartstring,Apprentice,False,4382,6,2,8,1
281,Anthony,Mcdaniel,1770-01-13,jorge70@yahoo.com,+1-461-233-9104x84810,2023-12-21,Potions Intern,Potion Research,25.0,Squib,Mysterious Core,Apprentice,False,1872,8,2,10,7
282,Darius,Hayes,1760-09-17,,8756872880,2020-06-25,Magical HR Specialist,Potion Research,21.0,Half-blood,Phoenix Feather,Consultant,True,4006,7,4,9,13
